Texto,Label,Tipo,Veredito original,Fonte,URL,Data,Arquivo bruto
Apuração foi baseada em portal de notícias,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2020/11/24/e-falso-que-o-tse-atualizou-apuracao-da-votacao-baseado-em-site-de-noticias.htm,2020-11-24 08:00:00,data/raw\factcheck_TSE_100.csv
Eleitor sem pendências com a Justiça Eleitoral é impedido de votar em 2022,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/certidao-nao-prova-que-eleitor-do-ma-teve-titulo-cancelado/,2022-04-19 07:00:00,data/raw\factcheck_TSE_100.csv
Título eleitoral tem propaganda para Lula,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-fez-propaganda-para-lula-em-titulo-de-eleitor/,2022-08-11 07:00:00,data/raw\factcheck_TSE_100.csv
Como denunciar a urna em caso de erro,Fake,claim,Enganoso,Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/queixas-sobre-urnas-devem-ser-registradas-com-o-presidente-da-mesa-nao-em-aplicativo-do-tse/,2022-09-30 07:00:00,data/raw\factcheck_TSE_100.csv
O sistema de votos do TCE é invadido por rapaz de 19 anos,Fake,claim,"FALSO: Os dados vazados eram da área de Recursos Humanos e os hackers não chegaram a invadir o sistema de apuração dos votos ou as urnas eletrônicas. Além disso, a urna não é conectada à internet. O sistema operacional instalado nela impede a conexão com qualquer rede ou acesso remoto",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-hacker-tenha-atacado-sistema-de-votos-do-tse/,2020-11-29 08:00:00,data/raw\factcheck_TSE_100.csv
"Os dados vazados eram da área de Recursos Humanos e os hackers não chegaram a invadir o sistema de apuração dos votos ou as urnas eletrônicas. Além disso, a urna não é conectada à internet. O sistema operacional instalado nela impede a conexão com qualquer rede ou acesso remoto",True,verdict_correction,"FALSO: Os dados vazados eram da área de Recursos Humanos e os hackers não chegaram a invadir o sistema de apuração dos votos ou as urnas eletrônicas. Além disso, a urna não é conectada à internet. O sistema operacional instalado nela impede a conexão com qualquer rede ou acesso remoto",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-falso-que-hacker-tenha-atacado-sistema-de-votos-do-tse/,2020-11-29 08:00:00,data/raw\factcheck_TSE_100.csv
Suposta fraude em pesquisa eleitoral por telefone. Não se pode escolher a opção referente ao presidente Jair Bolsonaro.,Fake,claim,"São enganosas postagens que procuram desacreditar as pesquisas eleitorais ao mostrar, em vídeo, uma suposta consulta sendo feita por telefone que não permite o voto em Jair Bolsonaro. Mesmo que a pesquisa seja real, ela não é oficial e nem pode ser divulgada ao público, sob pena de multa e prisão.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/nao-ha-registro-no-tse-de-suposta-pesquisa-que-impede-entrevistado-de-votar-em-bolsonaro/,2022-08-15 07:00:00,data/raw\factcheck_TSE_100.csv
Empresa contratada pelo TSE tem ligação com o PT,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/10/26/empresa-contratada-pelo-tse-nao-tem-ligacao-com-o-pt.htm,2018-10-26 07:00:00,data/raw\factcheck_TSE_100.csv
Vídeo mostra passo a passo para fraudar urna eletrônica,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/procedimento-mostrado-em-video-nao-e-capaz-de-fraudar-urnas-eletronicas-do-tse/,2020-11-18 08:00:00,data/raw\factcheck_TSE_100.csv
"Hackers invadem urnas eletrônicas, mas TSE insiste que são seguras. Você confia?",Fake,claim,distorcido,Aos Fatos,https://www.aosfatos.org/noticias/site-publica-informacoes-falsas-e-distorcidas-sobre-ataque-hacker-a-urna-eletronica/,2018-07-23 07:00:00,data/raw\factcheck_TSE_100.csv
STF e TSE vão cassar todos os políticos cristãos,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-stf-e-tse-criaram-lei-para-cassar-cristaos-eleitos/,2022-07-29 07:00:00,data/raw\factcheck_TSE_100.csv
Supercomputador do TSE não é físico e tribunal não controla equipamento,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-tse-nao-controle-supercomputador-responsavel-por-somar-votos/,2020-11-28 08:00:00,data/raw\factcheck_TSE_100.csv
Servidor do TSE que totaliza os votos fica nos Estados Unidos,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-hackers-russos-tse/,2022-10-18 07:00:00,data/raw\factcheck_TSE_100.csv
"Apesar de haver um prestador de serviço de suporte e manutenção dos computadores do tribunal, quem controla os equipamentos são os próprios servidores do TSE.",True,verdict_correction,"Apesar de haver um prestador de serviço de suporte e manutenção dos computadores do tribunal, quem controla os equipamentos são os próprios servidores do TSE.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/contagem-de-votos-e-feita-pelo-tse-e-nao-por-empresa-terceirizada-como-afirma-post/,2022-07-07 07:00:00,data/raw\factcheck_TSE_100.csv
TSE envia censor aos estúdios do Pânico,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/20/tse-jovem-pan-censura-censor-falso.htm,2022-10-20 07:00:00,data/raw\factcheck_TSE_100.csv
PT está pedindo para fechar Jovem Pan,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-pt-pediu-para-fechar-jovem-pan/,2022-10-20 07:00:00,data/raw\factcheck_TSE_100.csv
CyberArmy vaza dados do TSE no dia da eleição,Fake,claim,"ENGANOSO: Hackers expuseram dados administrativos antigos do TSE em links para download. Os bancos de dados acessados não têm, portanto, nenhuma relação com as eleições. Além disso, o sistema das urnas eletrônicas não funciona em rede",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/ataque-de-hackers-no-sistema-do-tse-nao-viola-seguranca-da-eleicao/,2020-11-15 08:00:00,data/raw\factcheck_TSE_100.csv
"Hackers expuseram dados administrativos antigos do TSE em links para download. Os bancos de dados acessados não têm, portanto, nenhuma relação com as eleições. Além disso, o sistema das urnas eletrônicas não funciona em rede",True,verdict_correction,"ENGANOSO: Hackers expuseram dados administrativos antigos do TSE em links para download. Os bancos de dados acessados não têm, portanto, nenhuma relação com as eleições. Além disso, o sistema das urnas eletrônicas não funciona em rede",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/ataque-de-hackers-no-sistema-do-tse-nao-viola-seguranca-da-eleicao/,2020-11-15 08:00:00,data/raw\factcheck_TSE_100.csv
"O TSE respondeu ao Ministério da Defesa dizendo que não existe sala secreta de apuração. Mas, não é o que diz esta reportagem do Jornal Nacional de 2014. Ela mostra os detalhes dessa sala, onde 'um seleto grupo de 23 pessoas testemunhou o que a população brasileira inteira queria ver'",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/05/11/votos-nao-sao-apurados-em-sala-secreta-do-tse-boletins-permitem-contagem.htm,2022-05-11 07:00:00,data/raw\factcheck_TSE_100.csv
T5E (TSE) divulgou que vai apurar os votos no Nordeste POR ÚLTIMO,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/30/tse-nao-disse-que-apuracao-terminara-no-nordeste-ordem-independe-de-estado.htm,2022-10-30 07:00:00,data/raw\factcheck_TSE_100.csv
ALEXANDRE DE MORAES PASSA O CARGO PARA DIAS TÓFOLLI,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/07/moraes-nao-passou-cargo-no-tse-toffoli-assume-como-ministro-substituto.htm,2022-10-07 07:00:00,data/raw\factcheck_TSE_100.csv
Urna eletrônica pode ser hackeada,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/07/18/em-teste-do-tse-nenhum-ataque-foi-capaz-de-hackear-urnas.htm,2022-07-18 07:00:00,data/raw\factcheck_TSE_100.csv
Seção de eleitora de São Pedro da Aldeia sumiu e voto não foi contabilizado,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-tse-nao-contabilizou-voto-sao-pedro-da-aldeia/,2022-11-08 08:00:00,data/raw\factcheck_TSE_100.csv
"Exército fez questionamentos ao TSE sobre a segurança das urnas, mas o órgão não respondeu a esses pedidos.",Fake,claim,"ENGANOSO: Segundo o TSE, não havia prazo específico para as respostas.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-enganoso-que-tse-descumpriu-prazos-para-responder-as-forcas-armadas-sobre-urnas-eletronicas/,2022-02-21 08:00:00,data/raw\factcheck_TSE_100.csv
"Segundo o TSE, não havia prazo específico para as respostas.",True,verdict_correction,"ENGANOSO: Segundo o TSE, não havia prazo específico para as respostas.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/e-enganoso-que-tse-descumpriu-prazos-para-responder-as-forcas-armadas-sobre-urnas-eletronicas/,2022-02-21 08:00:00,data/raw\factcheck_TSE_100.csv
Dias Toffoli assumiu o TSE no lugar de Alexandre de Moraes em 4 de outubro de 2022,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.32L46LP,2022-10-10 07:00:00,data/raw\factcheck_TSE_200.csv
Pesquisa Datafolha não tem registro no TSE,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2018/08/24/internauta-erra-ao-dizer-em-video-que-pesquisa-datafolha-nao-tem-registro.htm,2018-08-24 07:00:00,data/raw\factcheck_TSE_200.csv
"Aplicativo Pardal, da Justiça Eleitoral, proíbe denúncias contra o PT",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/pardal-tse-nao-impede-denuncias-contra-pt/,2022-10-28 07:00:00,data/raw\factcheck_TSE_200.csv
Alexandre de Moraes confessou que houve fraude nas eleições,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-moraes-houve-fraude-eleicoes-2022/,2023-06-12 07:00:00,data/raw\factcheck_TSE_fraude.csv
Servidor exonerado por Alexandre de Moraes denuncia fraude eleitoral em vídeo,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-fraude-servidor-exonerado-do-tse/,2022-11-24 08:00:00,data/raw\factcheck_TSE_fraude.csv
Vídeo mostra fraude eleitoral em Minas Gerais,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/boletins-de-urna-mostrados-em-video-nao-sao-de-mg-nem-provam-fraude/,2022-10-10 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Bolsonaro teve zero votos em urnas de modelos antigos, que não foram auditadas",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/influenciador-portugues-mentira-fraude-eleitoral-brasil-senado/,2024-04-25 07:00:00,data/raw\factcheck_TSE_fraude.csv
Em 2019 a Globo noticiou que hackers numa convenção em Las Vegas hackearam urnas do modelo brasileiro em poucos minutos,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/influenciador-portugues-mentira-fraude-eleitoral-brasil-senado/,2024-04-25 07:00:00,data/raw\factcheck_TSE_fraude.csv
Peritos federais intervêm e provam fraude nas urnas em 2022,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/falso-peritos-federais-fraude-urnas-2022/,2022-11-03 07:00:00,data/raw\factcheck_TSE_fraude.csv
"""Funcionária do TSE admitiu que sistema eleitoral brasileiro é uma fraude"".",Fake,claim,Errado,Observador,https://observador.pt/factchecks/fact-check-funcionaria-do-tribunal-superior-eleitoral-do-brasil-relatou-fraude-do-sistema-eleitoral/,2022-08-29 07:00:00,data/raw\factcheck_TSE_fraude.csv
Descarte de 195 mil urnas eletrônicas é queima de arquivo,Fake,claim,Distorcido,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2025/02/28/posts-distorcem-sobre-descarte-de-195-mil-urnas-pelo-tse.htm,2025-02-28 08:00:00,data/raw\factcheck_TSE_fraude.csv
Conversa entre Alexandre de Moraes e engenheiro da Oracle confirma que houve fraude nas urnas,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/alexandre-moraes-engenheiro-oracle-urnas-eletronicas/,2024-09-20 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Vídeo com trecho de diálogo entre os ministros do Tribunal Superior Eleitoral Alexandre de Moraes e Raul Araújo Filho, durante um julgamento na Corte. O conteúdo traz uma frase em que Moraes cita entender “que houve fraude”. Neste momento, uma locução sobrepõe a fala de Moraes: “ele assume que teve fraude”. O vídeo contém ainda as seguintes frases: “Olha aí a casa ‘caído’. Julgamento no caso das eleições”, dando a entender que Alexandre de Moraes estivesse fazendo alusão a uma suposta fraude nas urnas eletrônicas.",Fake,claim,Enganoso,Folha - UOL,https://www1.folha.uol.com.br/poder/2023/11/video-engana-ao-sugerir-que-alexandre-de-moraes-admitiu-fraude-nas-eleicoes.shtml,2023-11-28 08:00:00,data/raw\factcheck_TSE_fraude.csv
Presidente Bolsonaro tem provas sobre a insegurança das urnas eletrônicas. Hacker teve acesso ao código-fonte das urnas e milhares ou milhões de votos foram adulterados em 2018,Fake,claim,"ENGANOSO: A PF não concluiu que houve invasão às urnas ou fraude no sistema de votação. O ataque hacker ao TSE só atingiu o sistema interno do Tribunal, sem comprometer as eleições.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/inquerito-da-pf-nao-investiga-fraude-no-processo-de-votacao/,2021-08-13 07:00:00,data/raw\factcheck_TSE_fraude.csv
"A PF não concluiu que houve invasão às urnas ou fraude no sistema de votação. O ataque hacker ao TSE só atingiu o sistema interno do Tribunal, sem comprometer as eleições.",True,verdict_correction,"ENGANOSO: A PF não concluiu que houve invasão às urnas ou fraude no sistema de votação. O ataque hacker ao TSE só atingiu o sistema interno do Tribunal, sem comprometer as eleições.",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/inquerito-da-pf-nao-investiga-fraude-no-processo-de-votacao/,2021-08-13 07:00:00,data/raw\factcheck_TSE_fraude.csv
Demonstração mostra possíveis fraudes em urnas eletrônicas,Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/video-mostra-simulacao-de-fraude-em-urna-diferente-da-usada-no-brasil/,2022-08-01 07:00:00,data/raw\factcheck_TSE_fraude.csv
Ele admite que teve fraude,Fake,claim,Insustentável,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2023/06/13/alexandre-de-moraes-nao-admitiu-fraude-nas-eleicoes-de-2022.htm,2023-06-13 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Em ofício, ministro da Defesa dá 72 horas para Alexandre de Moraes explicar fraude eleitoral",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/stm-e-defesa-nao-provaram-fraude-eleitoral-nem-intimaram-moraes/,2022-11-04 07:00:00,data/raw\factcheck_TSE_fraude.csv
STM dá 72 horas para Alexandre de Moraes explicar fraude eleitoral,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/stm-e-defesa-nao-provaram-fraude-eleitoral-nem-intimaram-moraes/,2022-11-04 07:00:00,data/raw\factcheck_TSE_fraude.csv
Momento em que a apuração saltou de 3% para 98% em São Paulo comprova fraude,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/salto-urnas-apuradas-transmissao-falha-tecnica-nao-comprova-fraude/,2024-10-08 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Eleitores colocavam 17 na urna e aparecia nulo ou automaticamente 13. E quem queria votar 13, não aparecia 17 nem nulo",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,2021-07-29 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Agora, quem não quer mudar o sistema é porque tem certeza que o voto não auditável servirá para eleger quem não tem voto",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,2021-07-29 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Com 0,39% das urnas apuradas [nas eleições municipais de São Paulo], o sistema travou. (...) Quando o sistema voltou a funcionar lá na frente, já com quase 100% [do resultado eleitoral] apurado, a ordem dos candidatos permaneceu exatamente a mesma.",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-promete-provas-de-fraude-mas-apresenta-alegacoes-ja-desmentidas-sobre-urnas-eletronicas/,2021-07-29 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Foram anulados 7,2 milhões de votos, que levariam à vitória de Bolsonaro no primeiro turno",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/os-72-milhoes-de-votos-nulos-nao-significam-que-houve-fraude-nas-urnas/,2018-10-11 07:00:00,data/raw\factcheck_TSE_fraude.csv
Relatório do PL dá xeque-mate no TSE? O que estão esperando pra tirar esse governo impostor?,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.34FH674,2024-01-17 08:00:00,data/raw\factcheck_TSE_fraude.csv
"Em vídeo postado no Facebook pelo portal britânico MW3.News, uma narração em voice-over acusa o presidente do Tribunal Superior Eleitoral (TSE), ministro Alexandre de Moraes, de ter instaurado uma “ditadura” no Brasil e forçado os cidadãos a aceitar a vitória de Lula nas eleições presidenciais de 2022. A gravação alega haver um conluio entre Moraes, Lula e uma organização criminosa internacional. O conteúdo diz também ter havido fraudes no pleito presidencial e que Moraes determinou a prisão de todos os indígenas que o critiquem. O vídeo mostra cenas dos atos de violência cometidos por bolsonaristas em Brasília, em 12 de dezembro, e os atribui a extremistas de esquerda infiltrados nos protestos de aliados do presidente Jair Bolsonaro (PL).",Fake,claim,Falso,Folha - UOL,https://www1.folha.uol.com.br/poder/2022/12/video-dissemina-mentiras-sobre-alexandre-de-moraes-fraudes-nas-eleicoes-e-prisao-de-indigenas.shtml,2022-12-20 08:00:00,data/raw\factcheck_TSE_fraude.csv
Empresa Diebold foi multada nos EUA por fraudar a programação de urnas eletrônicas,Fake,claim,"ENGANOSO: Penalidades à empresa Diebold não envolvem as urnas eletrônicas usadas no Brasil, mas sim irregularidades em contratos em outros países",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/empresa-foi-multada-por-pagar-propinas-nao-por-fraudar-urnas-eletronicas/,2022-02-15 08:00:00,data/raw\factcheck_TSE_fraude.csv
"Penalidades à empresa Diebold não envolvem as urnas eletrônicas usadas no Brasil, mas sim irregularidades em contratos em outros países",True,verdict_correction,"ENGANOSO: Penalidades à empresa Diebold não envolvem as urnas eletrônicas usadas no Brasil, mas sim irregularidades em contratos em outros países",Projeto Comprova,https://projetocomprova.com.br/publica%C3%A7%C3%B5es/empresa-foi-multada-por-pagar-propinas-nao-por-fraudar-urnas-eletronicas/,2022-02-15 08:00:00,data/raw\factcheck_TSE_fraude.csv
Alexandre de Moraes assume que teve fraude nas eleições presidenciais de 2022,Fake,claim,Enganoso,UOL Notícias,https://noticias.uol.com.br/comprova/ultimas-noticias/2023/11/23/video-engana-ao-sugerir-que-moraes-admitiu-fraude-nas-eleicoes.htm,2023-11-23 08:00:00,data/raw\factcheck_TSE_fraude.csv
Alexandre de Moraes admitiu que 'houve fraude' nas eleições de 2022,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/alexandre-de-moraes-nao-admitiu-fraude-nas-eleicoes-2022-video-viral-e-sobre-cota-de-genero/,2023-06-15 07:00:00,data/raw\factcheck_TSE_fraude.csv
STM cobra explicações de Moraes após fraude constatada pelo Exército,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2022/11/03/stm-fraude-moraes-falso.htm,2022-11-03 07:00:00,data/raw\factcheck_TSE_fraude.csv
Policiais militares encontraram urna eletrônica fraudada no Distrito Federal,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-policiais-militares-encontraram-urna-eletronica-fraudada-no-distrito-federal/,2020-10-23 07:00:00,data/raw\factcheck_TSE_fraude.csv
General Paulo Sérgio diz em entrevista que houve fraude nas eleições,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-ministro-da-defesa-dizendo-que-houve-fraude-na-eleicao/,2022-11-03 07:00:00,data/raw\factcheck_TSE_fraude.csv
Fraude nas urnas.,Fake,claim,não_é_bem_assim,Aos Fatos,https://www.aosfatos.org/noticias/video-nao-mostra-fraude-mas-defeito-em-urna-que-foi-substituida-em-petropolis-rj/,2022-10-04 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Reportagem mostra fraude nas urnas eletrônicas de Caxias, no Maranhão",Fake,claim,distorcido,Aos Fatos,https://www.aosfatos.org/noticias/denuncia-de-fraude-em-urna-eletronica-no-ma-e-antiga-e-nao-foi-comprovada-pela-pf/,2021-07-28 07:00:00,data/raw\factcheck_TSE_fraude.csv
"Urna eletrônica não é tecnologia, nem é confiável, é malandragem, ocorre fraude",Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/usada-desde-1996-no-brasil-urna-eletronica-nunca-teve-comprovacao-de-fraude,2020-10-06 07:00:00,data/raw\factcheck_TSE_fraude.csv
TSE descarta 200 mil urnas para apagar rastro da fraude e enterrar qualquer chance de auditoria,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.372U92K,2025-03-18 07:00:00,data/raw\factcheck_TSE_urna.csv
Conseguiram identificar os nomes e votos de 100% dos eleitores,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/log-urna-nao-identifica-nome-voto/,2022-11-17 08:00:00,data/raw\factcheck_TSE_urna.csv
Nos falta a possibilidade de auditar se o voto computado e totalizado eletronicamente corresponde materialmente ao voto impresso,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/relatorio-novo-codigo-eleitoral-usa-desinformacao-justificar-voto-impresso/,2025-08-25 07:00:00,data/raw\factcheck_TSE_urna.csv
Demonstração mostra fraudes em urnas,Fake,claim,Enganoso,AFP Checamos,https://checamos.afp.com/doc.afp.com.36KD4EP,2024-10-18 07:00:00,data/raw\factcheck_TSE_urna.csv
Urnas eletrônicas estão sendo modificadas no Sindicato dos Metalúrgicos de São Bernardo do Campo,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/urnas-eletronicas-sindicato-dos-metalurgicos-do-abc/,2022-09-29 07:00:00,data/raw\factcheck_TSE_urna.csv
Conexão com a internet permite fraude no flash card das urnas eletrônicas,Fake,claim,distorcido,Aos Fatos,https://www.aosfatos.org/noticias/carregamento-cartao-memoria-urna-eletronica-nao-favorece-acao-hackers/,2022-03-29 07:00:00,data/raw\factcheck_TSE_urna.csv
TRE escolhe urnas que passarão por auditoria,Fake,claim,Enganoso,Estadão,https://www.estadao.com.br/estadao-verifica/urnas-escolhidas-para-teste-enganoso/,2024-10-27 07:00:00,data/raw\factcheck_TSE_urna.csv
A adoção do voto auditável é absolutamente necessária para garantir a democracia no Brasil,Fake,claim,Sem contexto,AFP Checamos,https://checamos.afp.com/urnas-eletronicas-ja-permitem-recontagem-de-votos-no-brasil-ao-contrario-do-sugerido-nas-redes,2021-04-29 07:00:00,data/raw\factcheck_TSE_urna.csv
Urnas eletrônicas não são certificadas pelo Inmetro,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/urna-eletronica-tse-certificada-inmetro/,2022-02-11 08:00:00,data/raw\factcheck_TSE_urna.csv
Não é possível auditar urnas eletrônicas,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/video-com-afirmacao-falsa-de-que-nao-e-possivel-identificar-urnas-durante-auditoria-volta-a-circular/,2023-03-16 07:00:00,data/raw\factcheck_TSE_urna.csv
As eleições de 2022 usaram modelos de urna antigos que não são passíveis de auditoria.,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,2022-11-07 08:00:00,data/raw\factcheck_TSE_urna.csv
Diferenças nos logs das urnas mostram que foram usados dois software e dois códigos-fonte diferentes,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/site-argentino-mentiras-urna-eletronica/,2022-11-07 08:00:00,data/raw\factcheck_TSE_urna.csv
Voto será anulado se eleitor confirmar escolha após mensagem para conferir a opção,Fake,claim,Falso,Folha - UOL,https://www1.folha.uol.com.br/poder/2022/09/e-falso-que-voto-sera-anulado-se-eleitor-confirmar-escolha-apos-mensagem-para-conferir-a-opcao.shtml,2022-09-29 07:00:00,data/raw\factcheck_TSE_urna.csv
Mulher diz que encontrou boletins jogados nas ruas de Curitiba e que eles não teriam sido contabilizados,Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-engana-ao-dizer-que-boletim-de-urna-jogado-na-rua-em-curitiba-indica-votos-descartados/,2022-10-04 07:00:00,data/raw\factcheck_TSE_urna.csv
Votos para Bolsonaro em boletins de urna não são computados,Fake,claim,Falso,AFP Checamos,https://checamos.afp.com/doc.afp.com.32KP7TQ,2022-10-04 07:00:00,data/raw\factcheck_TSE_urna.csv
Urna eletrônica não permite recontagem de votos,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2020/10/07/urna-eletronica-permite-recontagem-de-votos-no-brasil.htm,2020-10-07 07:00:00,data/raw\factcheck_TSE_urna.csv
Votação pela urna eletrônica pode ser manipulada via internet,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2021/07/17/votacao-urna-eletronica-internet-hacker.htm,2021-07-17 07:00:00,data/raw\factcheck_TSE_urna.csv
PF entra no gabinete de Moraes por ordem de Mendonça,Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/05/21/falso-mendonca-ordenou-operacao-pf-moraes.ghtm,2026-05-21 18:03:23,data/raw\factcheck_alexandre_de_moraes_0.csv
"VORCARO ABRE A BOCA E ENTREGA MORAES, TOFFOLI E LULINHA",Fake,claim,Falso,UOL Notícias,https://noticias.uol.com.br/confere/ultimas-noticias/2026/05/07/falso-delacao-vorcaro-moraes-lulinha-adelio-atentado-bolsonaro.ghtm,2026-05-07 07:00:00,data/raw\factcheck_alexandre_de_moraes_0.csv
Justiça americana decretou prisão de Moraes,Fake,claim,Falso,Estadão,https://www.estadao.com.br/estadao-verifica/e-falso-que-pf-tenha-pedido-prisao-de-moraes-por-fraudar-documentos-contra-bolsonaro/,2026-04-08 07:00:00,data/raw\factcheck_alexandre_de_moraes_0.csv
"Ministro André Mendonça não quer a quebra do sigilo do Banco Master, enquanto Moraes defende a abertura",Fake,claim,Fora de contexto,Estadão,https://www.estadao.com.br/estadao-verifica/video-fora-de-contexto-alega-falsamente-que-andre-mendonca-nao-quer-quebrar-sigilo-do-banco-master/,2026-03-22 07:00:00,data/raw\factcheck_alexandre_de_moraes_0.csv
Donald Trump estabelece prazo de 24 horas para que Alexandre de Moraes renuncie ao cargo de ministro do Supremo,Fake,claim,Falso,BOL - UOL,https://www.bol.uol.com.br/noticias/2026/03/17/falso-trump-pedido-renuncia-moraes-24-horas.ghtm,2026-03-17 07:00:00,data/raw\factcheck_alexandre_de_moraes_0.csv
"Em vídeo, Alexandre de Moraes faz ameaças a adversários e diz ‘o que é deles está guardado’",Fake,claim,falso,Aos Fatos,https://www.aosfatos.org/noticias/video-em-que-alexandre-de-moraes-faz-ameacas-e-gerado-por-ia/,2026-03-11 07:00:00,data/raw\factcheck_alexandre_de_moraes_0.csv
